Date_of_Occurrence,Time_of_Occurrence,City,Crime_Type,Victim_Age,Victim_Gender,Crime_Risk_Level,Total_Crimes,Avg_Rating_T,Bad_Review_T,Drugs_Safety_ViolentCrimes_T,Good_Review_T,Street_Scams_Fraud_T,Avg_Rating_H,Total_Hotels,Bad_Review_Count_H,Good_Review_Count_H,Street_Scams_Fraud_Count_H,Drugsafety_Violentcrimes_Count_H
11/09/2022,17:48,Bangalore,ILLEGAL POSSESSION,10,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
11/09/2022,05:21,Ghaziabad,DOMESTIC VIOLENCE,71,M,Medium,113,4.362302483,1271433,7079,5245914,2282573,2.823379275,3918,3026,574,291,16
11/09/2022,02:17,Ludhiana,PUBLIC INTOXICATION,68,M,Medium,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
11/09/2022,11:02,Hyderabad,FRAUD,55,M,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
11/09/2022,13:30,Kanpur,SEXUAL ASSAULT,23,F,High,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
11/09/2022,12:07,Ahmedabad,SEXUAL ASSAULT,60,M,High,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
11/09/2022,01:05,Kolkata,KIDNAPPING,72,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
11/09/2022,03:11,Pune,VEHICLE - STOLEN,79,M,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
11/09/2022,23:32,Hyderabad,COUNTERFEITING,78,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
11/09/2022,07:32,Bangalore,EXTORTION,28,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
11/09/2022,19:44,Nagpur,BURGLARY,12,M,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
11/09/2022,15:46,Faridabad,VEHICLE - STOLEN,52,F,Medium,63,4.098497496,801336,4067,375626,1402337,3.346810934,1756,1353,308,84,10
11/09/2022,15:47,Kolkata,HOMICIDE,45,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
11/09/2022,19:27,Pune,ILLEGAL POSSESSION,27,M,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
11/09/2022,11:58,Visakhapatnam,VANDALISM,58,M,Medium,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
11/10/2022,08:46,Visakhapatnam,DOMESTIC VIOLENCE,54,F,Medium,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
11/10/2022,05:00,Hyderabad,DOMESTIC VIOLENCE,20,M,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
11/10/2022,10:43,Mumbai,TRAFFIC VIOLATION,10,F,Low,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
11/10/2022,21:17,Bangalore,EXTORTION,52,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
11/10/2022,09:27,Surat,HOMICIDE,51,F,High,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
11/10/2022,16:00,Rajkot,DOMESTIC VIOLENCE,30,M,Medium,52,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.424731183,186,154,20,11,1
11/10/2022,05:51,Bangalore,CYBERCRIME,17,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
11/10/2022,08:11,Lucknow,VANDALISM,10,F,Medium,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
11/10/2022,12:12,Ludhiana,ASSAULT,31,M,Medium,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
11/10/2022,14:10,Bhopal,PUBLIC INTOXICATION,14,M,Medium,116,4.274793388,258485,36068,41867863,8441585,3.42509832,2797,2077,507,112,21
11/10/2022,19:40,Delhi,IDENTITY THEFT,27,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
11/10/2022,15:26,Jaipur,COUNTERFEITING,47,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
11/10/2022,21:28,Visakhapatnam,IDENTITY THEFT,43,F,Medium,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
11/10/2022,00:15,Chennai,VEHICLE - STOLEN,11,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
11/10/2022,20:17,Delhi,KIDNAPPING,17,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
11/11/2022,01:09,Nashik,COUNTERFEITING,44,F,Medium,72,4.352486355,536813,15023,52417946,8041219,3.705965909,704,522,139,38,1
11/11/2022,11:19,Kolkata,ASSAULT,41,M,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
11/11/2022,02:19,Mumbai,ILLEGAL POSSESSION,37,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
11/11/2022,03:57,Bangalore,SHOPLIFTING,41,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
11/11/2022,10:36,Chennai,ILLEGAL POSSESSION,78,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
11/11/2022,20:17,Nashik,DOMESTIC VIOLENCE,66,F,Medium,72,4.352486355,536813,15023,52417946,8041219,3.705965909,704,522,139,38,1
11/11/2022,07:27,Jaipur,DOMESTIC VIOLENCE,46,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
11/11/2022,03:32,Mumbai,FRAUD,78,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
11/11/2022,17:58,Mumbai,SHOPLIFTING,18,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
11/11/2022,02:07,Bangalore,FIREARM OFFENSE,17,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
11/11/2022,14:22,Delhi,CYBERCRIME,61,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
11/11/2022,09:28,Mumbai,ARSON,64,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
11/11/2022,00:43,Mumbai,COUNTERFEITING,54,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
11/11/2022,03:21,Mumbai,IDENTITY THEFT,33,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
11/11/2022,08:43,Chennai,ILLEGAL POSSESSION,79,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
11/11/2022,13:36,Nashik,IDENTITY THEFT,15,M,Medium,72,4.352486355,536813,15023,52417946,8041219,3.705965909,704,522,139,38,1
11/11/2022,15:45,Lucknow,ROBBERY,42,F,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
11/11/2022,14:52,Srinagar,VEHICLE - STOLEN,51,M,Medium,57,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.970479705,271,207,55,8,1
11/12/2022,13:53,Delhi,SHOPLIFTING,33,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
11/12/2022,13:01,Mumbai,CYBERCRIME,26,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
11/12/2022,05:44,Kolkata,TRAFFIC VIOLATION,38,M,Low,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
11/12/2022,19:45,Vasai,SEXUAL ASSAULT,78,M,High,62,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
11/12/2022,07:39,Delhi,COUNTERFEITING,24,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
11/12/2022,17:06,Delhi,DOMESTIC VIOLENCE,59,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
11/12/2022,20:57,Delhi,PUBLIC INTOXICATION,45,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
11/12/2022,01:50,Meerut,TRAFFIC VIOLATION,11,F,Low,68,4.229116945,28668,9215,2926969,902148,3.914225941,1434,919,440,40,13
11/12/2022,22:34,Bangalore,ILLEGAL POSSESSION,25,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
11/12/2022,00:23,Ludhiana,ROBBERY,40,M,High,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
11/12/2022,06:14,Surat,ROBBERY,72,M,High,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
11/12/2022,20:09,Kolkata,ARSON,78,M,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
12/01/2022,13:40,Delhi,TRAFFIC VIOLATION,15,M,Low,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/01/2022,09:22,Delhi,ASSAULT,60,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/01/2022,04:42,Nagpur,VEHICLE - STOLEN,47,M,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
12/01/2022,09:25,Lucknow,KIDNAPPING,58,M,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
12/01/2022,07:51,Pune,SEXUAL ASSAULT,71,F,High,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
12/01/2022,17:07,Mumbai,FRAUD,59,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/01/2022,12:27,Bangalore,SEXUAL ASSAULT,10,M,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/01/2022,18:58,Surat,CYBERCRIME,63,F,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
12/01/2022,20:43,Delhi,KIDNAPPING,49,F,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/01/2022,15:48,Indore,PUBLIC INTOXICATION,58,M,Medium,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
12/01/2022,06:17,Delhi,ARSON,78,F,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/01/2022,15:36,Kanpur,IDENTITY THEFT,63,F,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
12/02/2022,17:32,Mumbai,FIREARM OFFENSE,70,M,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/02/2022,16:19,Pune,VANDALISM,19,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
12/02/2022,11:51,Chennai,BURGLARY,63,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/02/2022,21:24,Agra,CYBERCRIME,37,F,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
12/02/2022,08:23,Patna,TRAFFIC VIOLATION,78,M,Low,112,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.810501382,2533,1919,530,65,14
12/02/2022,22:10,Ahmedabad,SEXUAL ASSAULT,26,M,High,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
12/02/2022,09:17,Delhi,VEHICLE - STOLEN,35,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/02/2022,10:12,Jaipur,COUNTERFEITING,12,M,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
12/02/2022,13:02,Mumbai,BURGLARY,15,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/02/2022,01:35,Bhopal,TRAFFIC VIOLATION,38,M,Low,116,4.274793388,258485,36068,41867863,8441585,3.42509832,2797,2077,507,112,21
12/02/2022,18:35,Hyderabad,TRAFFIC VIOLATION,69,M,Low,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
12/02/2022,21:37,Mumbai,COUNTERFEITING,46,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/02/2022,01:24,Kanpur,ARSON,11,F,High,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
12/02/2022,06:43,Hyderabad,FRAUD,22,M,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
12/02/2022,08:23,Delhi,HOMICIDE,37,F,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/02/2022,09:27,Ghaziabad,SEXUAL ASSAULT,57,F,High,113,4.362302483,1271433,7079,5245914,2282573,2.823379275,3918,3026,574,291,16
12/03/2022,05:41,Bangalore,SHOPLIFTING,19,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/03/2022,20:26,Thane,VEHICLE - STOLEN,31,F,Medium,120,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/03/2022,22:37,Agra,ILLEGAL POSSESSION,68,F,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
12/03/2022,19:10,Kolkata,KIDNAPPING,16,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
12/03/2022,16:54,Agra,TRAFFIC VIOLATION,44,M,Low,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
12/03/2022,02:57,Ahmedabad,DOMESTIC VIOLENCE,48,F,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
12/03/2022,01:09,Kanpur,DOMESTIC VIOLENCE,15,M,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
12/03/2022,06:54,Rajkot,IDENTITY THEFT,64,M,Medium,52,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.424731183,186,154,20,11,1
12/03/2022,06:50,Pune,ASSAULT,79,M,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
12/03/2022,22:43,Bangalore,EXTORTION,31,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/03/2022,09:31,Ahmedabad,FRAUD,67,M,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
12/03/2022,15:34,Jaipur,ARSON,64,F,High,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
12/03/2022,22:43,Ahmedabad,TRAFFIC VIOLATION,27,M,Low,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
12/04/2022,14:38,Chennai,PUBLIC INTOXICATION,13,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/04/2022,12:27,Bangalore,IDENTITY THEFT,27,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/04/2022,21:15,Agra,EXTORTION,58,F,High,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
12/04/2022,07:41,Ahmedabad,PUBLIC INTOXICATION,40,M,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
12/04/2022,04:53,Visakhapatnam,CYBERCRIME,24,F,Medium,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
12/04/2022,02:33,Bhopal,ASSAULT,64,F,Medium,116,4.274793388,258485,36068,41867863,8441585,3.42509832,2797,2077,507,112,21
12/04/2022,09:47,Kanpur,VANDALISM,44,M,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
12/04/2022,04:07,Thane,CYBERCRIME,29,M,Medium,120,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/04/2022,11:12,Delhi,DRUG OFFENSE,11,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/04/2022,04:52,Delhi,DRUG OFFENSE,62,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/04/2022,05:22,Jaipur,PUBLIC INTOXICATION,43,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
12/04/2022,14:57,Mumbai,BURGLARY,60,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/04/2022,14:16,Lucknow,HOMICIDE,21,F,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
12/04/2022,07:21,Ahmedabad,VANDALISM,34,F,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
12/04/2022,03:29,Lucknow,PUBLIC INTOXICATION,69,M,Medium,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
12/05/2022,19:29,Bangalore,TRAFFIC VIOLATION,59,F,Low,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/05/2022,02:01,Ahmedabad,KIDNAPPING,32,M,High,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
12/05/2022,09:27,Bangalore,TRAFFIC VIOLATION,23,M,Low,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/05/2022,00:55,Delhi,ROBBERY,13,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/05/2022,20:12,Ludhiana,EXTORTION,44,M,High,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
12/05/2022,18:04,Lucknow,KIDNAPPING,58,F,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
12/05/2022,07:39,Hyderabad,DRUG OFFENSE,28,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
12/05/2022,21:55,Delhi,FIREARM OFFENSE,53,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/05/2022,16:03,Delhi,DRUG OFFENSE,37,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/05/2022,07:03,Agra,KIDNAPPING,46,M,High,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
12/05/2022,08:57,Mumbai,KIDNAPPING,64,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/05/2022,14:20,Chennai,DRUG OFFENSE,57,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/05/2022,09:32,Surat,BURGLARY,52,F,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
12/05/2022,04:30,Mumbai,IDENTITY THEFT,75,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/06/2022,16:17,Bangalore,ARSON,77,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/06/2022,01:58,Delhi,ASSAULT,37,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/06/2022,17:43,Mumbai,VANDALISM,57,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/06/2022,05:01,Chennai,VEHICLE - STOLEN,39,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/06/2022,22:33,Nashik,TRAFFIC VIOLATION,46,M,Low,72,4.352486355,536813,15023,52417946,8041219,3.705965909,704,522,139,38,1
12/06/2022,22:40,Visakhapatnam,ROBBERY,52,M,High,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
12/06/2022,12:05,Chennai,VANDALISM,52,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/06/2022,18:10,Mumbai,VEHICLE - STOLEN,55,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/06/2022,18:52,Lucknow,BURGLARY,60,M,Medium,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
12/06/2022,13:45,Chennai,HOMICIDE,74,F,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/06/2022,16:01,Agra,ROBBERY,45,F,High,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
12/06/2022,09:54,Mumbai,DRUG OFFENSE,25,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/06/2022,14:58,Indore,FRAUD,26,F,Medium,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
12/06/2022,11:52,Visakhapatnam,FIREARM OFFENSE,56,F,High,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
12/06/2022,21:41,Ludhiana,HOMICIDE,76,M,High,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
12/06/2022,07:12,Mumbai,PUBLIC INTOXICATION,77,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/07/2022,19:32,Hyderabad,KIDNAPPING,34,F,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
12/07/2022,03:03,Bangalore,CYBERCRIME,56,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/07/2022,13:55,Chennai,COUNTERFEITING,29,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/07/2022,00:04,Jaipur,BURGLARY,75,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
12/07/2022,05:47,Chennai,HOMICIDE,11,M,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/07/2022,21:04,Bangalore,ILLEGAL POSSESSION,62,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/07/2022,08:34,Mumbai,SEXUAL ASSAULT,43,M,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/07/2022,14:42,Indore,BURGLARY,30,M,Medium,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
12/07/2022,04:19,Bangalore,VANDALISM,11,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/07/2022,14:15,Mumbai,VEHICLE - STOLEN,30,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/07/2022,06:21,Indore,FRAUD,32,F,Medium,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
12/07/2022,12:01,Mumbai,SHOPLIFTING,45,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/07/2022,12:00,Mumbai,FRAUD,26,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/07/2022,13:30,Chennai,VANDALISM,62,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/07/2022,05:55,Mumbai,COUNTERFEITING,18,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
12/07/2022,10:23,Chennai,DRUG OFFENSE,31,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
12/08/2022,15:12,Bangalore,CYBERCRIME,28,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
12/08/2022,07:43,Pune,DRUG OFFENSE,46,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
12/08/2022,02:13,Ludhiana,IDENTITY THEFT,48,F,Medium,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
12/08/2022,03:40,Delhi,DOMESTIC VIOLENCE,71,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/08/2022,09:48,Surat,FIREARM OFFENSE,14,M,High,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
12/08/2022,05:49,Kolkata,CYBERCRIME,10,F,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
12/08/2022,01:09,Delhi,ROBBERY,76,F,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
12/08/2022,11:30,Mumbai,SHOPLIFTING,10,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
